"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"New York","00","Total for all sectors","Total","1999","362,464","426,618","7,050,848","6,998,588","45,100","10.621","41,118","9.683","1,043,214","338,675","704,539","4.839","14.906","938,664","312,585","626,079","4.466","13.412","104,550","1.494","26.824","28,007","28,503","162,101"
"New York","00","Total for all sectors","Total","2000","364,900","430,875","7,289,012","7,185,127","45,482","10.606","41,419","9.658","1,139,277","370,333","768,944","5.154","15.856","929,709","339,649","590,060","4.727","12.939","209,568","2.917","25.879","27,286","27,898","163,303"
"New York","00","Total for all sectors","Total","2001","367,147","434,085","7,271,739","7,267,387","46,067","10.657","42,421","9.814","1,033,977","356,481","677,496","4.905","14.228","1,025,919","365,044","660,875","5.023","14.117","8,058","0.111","28.234","27,437","28,023","172,552"
"New York","00","Total for all sectors","Total","2002","367,644","436,168","7,182,568","7,272,782","50,890","11.677","50,164","11.511","1,178,844","491,122","687,722","6.753","16.209","1,360,678","513,007","847,671","7.054","18.709","−181,834","−2.500","32.418","29,865","30,440","220,774"
"New York","00","Total for all sectors","Total","2003","375,880","444,537","7,297,886","7,235,656","50,910","11.563","42,419","9.634","1,118,689","353,332","765,357","4.883","15.461","993,000","317,076","675,924","4.382","13.724","125,689","1.737","27.447","29,765","30,167","161,574"
"New York","00","Total for all sectors","Total","2004","377,861","447,306","7,368,435","7,351,581","50,593","11.345","47,905","10.742","1,059,897","346,016","713,881","4.707","14.417","1,026,305","347,821","678,484","4.731","13.960","33,592","0.457","27.921","32,120","32,579","178,401"
"New York","00","Total for all sectors","Total","2005","382,336","450,466","7,353,387","7,363,020","50,880","11.334","47,805","10.649","997,501","365,587","631,914","4.965","13.547","1,017,792","335,425","682,367","4.556","13.823","−20,291","−0.276","27.095","32,043","32,445","179,724"
"New York","00","Total for all sectors","Total","2006","386,157","457,427","7,514,794","7,439,456","54,437","11.992","47,480","10.459","1,076,308","381,885","694,423","5.133","14.468","925,228","304,210","621,018","4.089","12.437","151,080","2.031","24.874","34,672","35,056","184,404"
"New York","00","Total for all sectors","Total","2007","387,488","459,740","7,482,694","7,497,672","51,852","11.308","49,459","10.786","1,061,860","358,424","703,436","4.780","14.163","1,088,791","387,273","701,518","5.165","14.522","−26,931","−0.359","28.325","33,521","33,842","183,137"
"New York","00","Total for all sectors","Total","2008","387,780","461,088","7,551,484","7,513,305","48,854","10.612","47,380","10.292","1,034,225","341,122","693,103","4.540","13.765","957,295","308,953","648,342","4.112","12.741","76,930","1.024","25.483","32,949","33,290","172,511"
"New York","00","Total for all sectors","Total","2009","384,364","458,152","7,309,282","7,439,249","46,070","10.005","50,706","11.012","830,857","299,273","531,584","4.023","11.169","1,091,116","317,997","773,119","4.275","14.667","−260,259","−3.498","22.337","34,299","34,695","186,862"
"New York","00","Total for all sectors","Total","2010","385,321","459,985","7,259,944","7,286,680","48,302","10.520","46,598","10.149","873,472","320,467","553,005","4.398","11.987","925,702","289,480","636,222","3.973","12.704","−52,230","−0.717","23.974","31,644","32,089","161,055"
"New York","00","Total for all sectors","Total","2011","387,558","462,784","7,353,682","7,308,183","49,874","10.810","47,076","10.203","943,421","303,141","640,280","4.148","12.909","852,395","298,600","553,795","4.086","11.664","91,026","1.246","23.327","31,297","31,687","149,267"
"New York","00","Total for all sectors","Total","2012","393,621","469,078","7,516,007","7,433,610","50,853","10.915","44,500","9.551","975,290","290,373","684,917","3.906","13.120","809,687","268,720","540,967","3.615","10.892","165,603","2.228","21.784","30,149","30,601","147,018"
"New York","00","Total for all sectors","Total","2013","396,517","471,833","7,643,984","7,585,040","49,289","10.478","46,403","9.865","980,453","312,693","667,760","4.122","12.926","861,686","291,851","569,835","3.848","11.360","118,767","1.566","22.721","31,016","31,487","162,932"
"New York","00","Total for all sectors","Total","2014","399,031","476,058","7,829,922","7,740,865","49,916","10.532","45,732","9.649","1,022,464","355,777","666,687","4.596","13.209","844,735","281,582","563,153","3.638","10.913","177,729","2.296","21.825","31,910","32,243","163,712"
"New York","00","Total for all sectors","Total","2015","400,937","478,250","7,983,856","7,906,120","49,406","10.354","47,200","9.892","1,041,676","353,962","687,714","4.477","13.176","886,978","298,188","588,790","3.772","11.219","154,698","1.957","22.438","32,404","32,883","165,996"
"New York","00","Total for all sectors","Total","2016","405,407","484,966","8,152,463","8,067,742","51,703","10.736","44,969","9.337","1,027,102","326,389","700,713","4.046","12.731","858,446","307,043","551,403","3.806","10.640","168,656","2.090","21.281","32,967","33,376","196,740"
"New York","00","Total for all sectors","Total","2017","405,894","486,076","8,259,264","8,205,959","48,749","10.040","47,649","9.814","1,089,904","335,716","754,188","4.091","13.282","982,247","351,923","630,324","4.289","11.970","107,657","1.312","23.940","33,523","33,963","193,223"
"New York","00","Total for all sectors","Total","2018","406,253","485,401","8,367,223","8,317,734","46,901","9.657","47,458","9.771","1,037,003","311,881","725,122","3.750","12.467","939,593","330,430","609,163","3.973","11.296","97,410","1.171","22.593","34,090","34,662","194,524"
"New York","00","Total for all sectors","Total","2019","407,611","487,930","8,516,548","8,434,238","47,478","9.755","44,995","9.245","1,037,934","316,373","721,561","3.751","12.306","875,733","290,812","584,921","3.448","10.383","162,201","1.923","20.766","34,795","35,327","190,100"
"New York","00","Total for all sectors","Total","2020","399,761","479,781","8,529,118","8,531,663","45,320","9.367","53,462","11.049","977,194","294,469","682,725","3.451","11.454","980,950","332,851","648,099","3.901","11.498","−3,756","−0.044","22.907","40,606","41,270","203,988"
"North Carolina","00","Total for all sectors","Total","1978","88,763","107,344","1,872,119","1,805,643","15,553","14.786","11,239","10.685","333,056","103,050","230,006","5.707","18.445","199,503","71,779","127,724","3.975","11.049","133,553","7.396","22.098","7,753","7,821","34,958"
"North Carolina","00","Total for all sectors","Total","1979","92,307","111,758","1,994,871","1,941,212","14,767","13.463","10,621","9.683","318,047","102,703","215,344","5.291","16.384","210,618","69,173","141,445","3.563","10.850","107,429","5.534","21.700","7,698","7,786","40,689"
"North Carolina","00","Total for all sectors","Total","1980","92,872","112,920","1,998,146","1,992,553","13,503","12.018","12,373","11.012","266,574","89,583","176,991","4.496","13.379","253,894","74,911","178,983","3.760","12.742","12,680","0.636","25.484","8,992","9,104","43,001"
"North Carolina","00","Total for all sectors","Total","1981","93,131","113,765","2,009,621","2,004,382","13,606","12.007","12,709","11.215","273,320","102,955","170,365","5.136","13.636","260,817","81,962","178,855","4.089","13.012","12,503","0.624","26.025","9,050","9,156","42,715"
"North Carolina","00","Total for all sectors","Total","1982","92,020","113,424","1,986,597","2,000,284","13,276","11.684","13,679","12.039","261,854","92,881","168,973","4.643","13.091","287,776","82,916","204,860","4.145","14.387","−25,922","−1.296","26.182","9,683","9,818","44,057"
"North Carolina","00","Total for all sectors","Total","1983","94,995","116,751","1,991,069","1,984,150","15,431","13.405","12,156","10.560","288,088","105,151","182,937","5.300","14.519","274,591","84,913","189,678","4.280","13.839","13,497","0.680","27.678","8,673","8,815","42,394"
"North Carolina","00","Total for all sectors","Total","1984","101,647","124,070","2,165,101","2,079,123","19,970","16.581","12,704","10.548","385,671","128,844","256,827","6.197","18.550","213,308","80,940","132,368","3.893","10.260","172,363","8.290","20.519","9,759","9,831","50,440"
"North Carolina","00","Total for all sectors","Total","1985","105,288","128,191","2,248,292","2,206,167","17,553","13.917","13,432","10.649","367,546","121,084","246,462","5.488","16.660","283,689","98,882","184,807","4.482","12.859","83,857","3.801","25.718","9,635","9,809","58,459"
"North Carolina","00","Total for all sectors","Total","1986","109,044","133,155","2,319,642","2,284,024","18,725","14.334","13,689","10.479","369,413","132,243","237,170","5.790","16.174","299,929","100,425","199,504","4.397","13.132","69,484","3.042","26.263","9,578","9,752","54,145"
"North Carolina","00","Total for all sectors","Total","1987","111,799","137,946","2,421,359","2,373,512","19,478","14.368","14,711","10.852","430,604","162,554","268,050","6.849","18.142","335,855","128,294","207,561","5.405","14.150","94,749","3.992","28.300","10,189","10,308","59,794"
"North Carolina","00","Total for all sectors","Total","1988","115,378","143,190","2,550,978","2,491,973","19,976","14.201","14,938","10.619","457,015","178,693","278,322","7.171","18.339","337,565","116,320","221,245","4.668","13.546","119,450","4.793","27.092","10,065","10,259","59,219"
"North Carolina","00","Total for all sectors","Total","1989","118,581","147,195","2,627,973","2,590,230","19,196","13.217","15,271","10.515","434,132","161,162","272,970","6.222","16.760","361,811","121,748","240,063","4.700","13.968","72,321","2.792","27.937","10,321","10,566","60,938"
"North Carolina","00","Total for all sectors","Total","1990","121,606","151,150","2,708,536","2,669,012","18,947","12.701","15,005","10.058","429,103","149,397","279,706","5.597","16.077","350,884","115,725","235,159","4.336","13.147","78,219","2.931","26.293","10,659","10,928","63,649"
"North Carolina","00","Total for all sectors","Total","1991","120,481","151,663","2,595,759","2,648,638","17,926","11.847","17,223","11.382","351,458","144,720","206,738","5.464","13.269","458,596","145,968","312,628","5.511","17.314","−107,138","−4.045","26.539","12,040","12,349","82,956"
"North Carolina","00","Total for all sectors","Total","1992","120,846","152,563","2,649,698","2,621,691","16,920","11.127","15,924","10.472","415,652","135,606","280,046","5.172","15.854","359,875","125,301","234,574","4.779","13.727","55,777","2.128","27.454","10,353","10,565","55,659"
"North Carolina","00","Total for all sectors","Total","1993","123,395","155,074","2,713,759","2,680,880","16,921","11.001","14,388","9.355","407,304","123,108","284,196","4.592","15.193","341,372","107,823","233,549","4.022","12.734","65,932","2.459","25.467","9,557","9,773","57,507"
"North Carolina","00","Total for all sectors","Total","1994","126,986","159,635","2,836,323","2,782,668","18,427","11.701","14,128","8.971","431,169","144,660","286,509","5.199","15.495","324,279","105,412","218,867","3.788","11.654","106,890","3.841","23.307","9,750","9,987","58,378"
"North Carolina","00","Total for all sectors","Total","1995","131,437","165,192","2,958,913","2,896,612","19,484","11.998","13,896","8.557","448,642","147,060","301,582","5.077","15.489","322,488","104,178","218,310","3.597","11.133","126,154","4.355","22.267","9,698","9,966","57,216"
"North Carolina","00","Total for all sectors","Total","1996","134,425","169,319","3,014,949","2,977,623","20,030","11.998","15,274","9.149","455,183","174,266","280,917","5.853","15.287","379,781","121,620","258,161","4.084","12.755","75,402","2.532","25.509","10,379","10,635","60,916"
"North Carolina","00","Total for all sectors","Total","1997","138,375","175,529","3,126,518","3,071,972","22,940","13.304","16,729","9.702","528,195","192,317","335,878","6.260","17.194","418,318","148,320","269,998","4.828","13.617","109,877","3.577","27.234","10,969","11,265","71,679"
"North Carolina","00","Total for all sectors","Total","1998","141,501","180,378","3,238,680","3,199,709","21,449","12.035","17,146","9.620","506,831","182,187","324,644","5.694","15.840","428,065","159,542","268,523","4.986","13.378","78,766","2.462","26.756","11,154","11,419","67,845"
"North Carolina","00","Total for all sectors","Total","1999","143,793","182,319","3,320,683","3,282,489","20,798","11.469","18,854","10.397","543,202","190,834","352,368","5.814","16.548","468,174","170,241","297,933","5.186","14.263","75,028","2.286","28.526","11,391","11,793","72,263"
"North Carolina","00","Total for all sectors","Total","2000","144,508","184,056","3,401,169","3,367,460","19,655","10.725","18,061","9.855","521,118","173,222","347,896","5.144","15.475","455,770","161,929","293,841","4.809","13.535","65,348","1.941","27.069","11,800","12,157","72,208"
"North Carolina","00","Total for all sectors","Total","2001","145,433","185,800","3,440,419","3,420,362","20,773","11.235","18,954","10.251","552,238","192,041","360,197","5.615","16.146","508,793","174,283","334,510","5.095","14.875","43,445","1.270","29.751","11,831","12,305","76,667"
"North Carolina","00","Total for all sectors","Total","2002","145,722","187,122","3,327,190","3,391,429","21,813","11.682","21,008","11.251","509,727","212,307","297,420","6.260","15.030","635,444","208,318","427,126","6.142","18.737","−125,717","−3.707","30.060","12,258","12,639","91,722"
"North Carolina","00","Total for all sectors","Total","2003","147,799","189,702","3,360,591","3,344,304","21,188","11.247","18,564","9.854","521,577","186,297","335,280","5.571","15.596","489,565","158,069","331,496","4.727","14.639","32,012","0.957","29.278","11,708","11,924","68,741"
"North Carolina","00","Total for all sectors","Total","2004","150,121","192,488","3,378,984","3,367,045","21,086","11.034","18,323","9.588","496,056","166,452","329,604","4.944","14.733","475,867","162,919","312,948","4.839","14.133","20,189","0.600","28.266","11,612","11,863","74,174"
"North Carolina","00","Total for all sectors","Total","2005","153,283","196,319","3,406,990","3,392,694","22,535","11.592","18,701","9.620","506,003","186,670","319,333","5.502","14.914","479,170","152,527","326,643","4.496","14.124","26,833","0.791","28.247","12,110","12,408","74,357"
"North Carolina","00","Total for all sectors","Total","2006","156,967","202,952","3,532,008","3,472,340","25,367","12.707","18,724","9.379","562,714","213,263","349,451","6.142","16.206","443,526","150,136","293,390","4.324","12.773","119,188","3.432","25.546","12,832","13,052","71,323"
"North Carolina","00","Total for all sectors","Total","2007","159,532","206,867","3,557,574","3,546,660","24,787","12.095","20,935","10.215","549,012","193,614","355,398","5.459","15.480","527,528","174,373","353,155","4.917","14.874","21,484","0.606","29.748","13,028","13,302","77,716"
"North Carolina","00","Total for all sectors","Total","2008","158,598","206,905","3,549,730","3,550,400","21,583","10.435","21,420","10.357","500,619","170,364","330,255","4.798","14.100","502,892","160,973","341,919","4.534","14.164","−2,273","−0.064","28.201","14,301","14,561","81,500"
"North Carolina","00","Total for all sectors","Total","2009","152,468","201,237","3,331,165","3,444,598","18,178","8.891","24,595","12.030","369,584","146,143","223,441","4.243","10.729","597,070","168,702","428,368","4.898","17.334","−227,486","−6.604","21.459","16,125","16,441","89,295"
