"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"New York","541511","Custom computer programming services","S-corporations ","All establishments","2019","1,957","824,293","188,639","9,263"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","1,663","147,694","29,712","2,162"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","134","62,696","14,821","873"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","81","107,773","24,904","1,132"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","53","168,058","39,229","1,663"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","10","52,656","13,405","593"
"New York","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","14","187,916","49,614","2,169"
"New York","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","116","146,139","38,825","1,353"
"New York","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","86","6,578","1,508","128"
"New York","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","13","7,031","1,409","80"
"New York","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","5","7,421","1,812","68"
"New York","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","7","18,088","5,778","181"
"New York","541511","Custom computer programming services","Individual proprietorships","Establishments with 100 to 249 employees","2019","3","66,539","19,689","451"
"New York","541511","Custom computer programming services","Partnerships","All establishments","2019","343","377,076","94,143","3,653"
"New York","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","224","33,964","7,183","333"
"New York","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","54","24,924","6,868","364"
"New York","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","23","24,515","6,142","310"
"New York","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","27","104,112","21,975","945"
"New York","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","11","83,053","20,785","775"
"New York","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","3","52,279","13,201","495"
"New York","541511","Custom computer programming services","Non-profit","All establishments","2019","7","3,552","880","47"
"New York","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2019","5","777","192","13"
"North Carolina","541511","Custom computer programming services","All establishments","All establishments","2019","1,584","1,916,825","483,148","20,557"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","1,167","115,267","23,344","1,537"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","165","96,308","24,136","1,130"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","116","141,785","32,181","1,547"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","76","236,648","58,390","2,439"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","29","197,329","44,338","1,929"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","23","395,492","94,648","3,817"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","3","228,125","67,044","2,231"
"North Carolina","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","3","446,299","123,115","5,300"
"North Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","368","1,244,321","327,975","12,990"
